Rattings,Review
4,Light weight.. easy to use .. perfect for personal use.. print clarity is awesome.. only one issue it doesn't have a software installation cd. If you are unable to download the hp smart app in ur pc follow the instructions by support. Hp. Com
4,"The printer seems to be good, easy to install and quality of print is also good. It has been a month of usage, and so far no issues.I had purchased it for 10.5K in May 2021 and installation was done based on video shared in WhatsApp by technical support team. I am able to take printout via OTG connected to Android phone as well. It also works with windows laptop connected via USB, I am yet to try with Mac laptop. I am regularly using it as ink tank printers have to be used regularly on daily/weekly basis.Pls go through your current & future needs and based on that purchase the correct type of printer - inkjet /advantage, ink tank or laser"
2,"Initially Installation was a problem. The Guide given alongwith the Printer is wrong so wasted lot of time in installation.Whenever giving print command, after 7-8 pages of print, paper gets stuck. After pulling paper out, printer does not give remaining prints. So has to give print command again for remaining pages.Many times gives blank paper in between."
5,Really useful Printer forlow cost printing.It does not take too much time while you are doing print text/documents whatever may in Color or Grayscale.For this thanks to Amazon and Seller and off course delivery agent for their wonderful job.
4,"As per first use it's easy to install and quality of print is good, see after more use how the product is responding and the performance.I got 2 blank ink 170 ml and 3 color ink 70 ml but the printer whire is very short hardly 1 mt it should be 2 mt minimum. I not happy 😢 with printer usb cable very short rest all is good.Thnks hp and amzone delivered the product on time."
3,"It this range , printer should have at least 10 pages tray.. what is the point in putting each time putting single paper .. I take 8-10 prints every day but every time I need to stand near printer to put single sheet 😟"
5,"It’s a wifi printer, No duplex scan, you need to perform scan manually.Ink tank printer, clean print quality, value for the money.I was confused with Epson,but HP 419 has a small screen to give info regarding the print.Best for home or office usage."
5,"I'm writing this review after 1 month of usage. I'm a Property Lawyer and have to prepare lots of bonds, deeds and other legal instruments apart from this profession, I'm a photographer by Hobby. So I was looking for a Printer that can print office documents as well as sharp photos and after so much research I bought this. Fully satisfied with the product. The difference between 319 and 310 model is that with 319 you will get two bottles of black ink that will serve you for 1.5years while with 310 you will get only one bottle."
2,Poor print quality for photos. I purchased one week before and was very eager to print passport size photos and other photos at home. It disappointed me unconditionally. All my room decorating plans with photos collapsed. Please go for epson or canon than chossing hp
2,Colour print is not fulfilled expectations { money waisted } and less printing size options are available  . For color printing it is talking time  in between you can go and take one cup of tea in same time. Very Bad experience I had after 6 months please don’t waist your money
4,The product is good. But at first driver was not installed from Windows store. In that case you have to download and install driver manually from the hp website. Next point is Pathetic quality in phtocopy resolution is too poor in this case. Default scan resolution is also 200 dpi. If you want to sacn in 300/600 dpi you have to change the settings every time. Print quality is superb. I am missing my canon mg 3670 for auto duplex printing.
4,"The printer is really good as per my initial impression. Very easy to install and use. Talking about the features - A4 size printing and photostate, color printing quality is good and printing output time is very minimumal (approx 5 to 15 seconds. Just one thing is missing on this price range which is WiFi printing as one always need to plug in USB with printer on Laptop/Desktop."
3,Cons1) Prints 3-4 pages in a minute.2) Scanning a page at High resolution takes almost 3-5 minutes.3) Copier is also slow.Go for Epson wireless instead.
4,Overall satisfied..... Good product... looks wise very cool ... light weight.... easy to fill ink and easy to install printheads ..... but if u are not tech friendly or have no knowledge of PCs laptops then it could be difficult for u to download and install software and its drivers.... though tge guidelines are very clearly mentioned in guidebook.... now coming to print quality its ok ok... if u are using it for small scale purpose then i would recommend but if u gonna use it for printing photos then the quality is ok type... rest budget wise review i will update after using for sometime...
2,"think 100 time before you place the order online.  I brought this product, later I realized that this product has no wifi connectivity. I understand that it's not there in the product description.  I tried to get it replaced with the model with wifi but replacement is allowed only when product is damaged."
2,If someone buy this product. it prints is good. but its head ink supply pipe is many times gets air bubbles and facing irritated .be careful bought this product.🤔🤔🤔🤔🤔
5,I like HP printer .printing quality is very good nd easy to install ..but this not a good quality photo printer .scanning is also good .
4,"After the usage of 3 months I nearly printed 700 pages, ink tank of the black colour reduced to half,I doubt that company can meet any near of their claim of 15000 B/W prints.It is quite possible that they are having the claim of 75 dpi print while 300 is very good.If you are printing in 600 dpi then it will use a lot.1200 dpi print takes very long to print I observed around 5 mins for 1 print."
1,This printer was mentioned as wireless. On installation it was found to be USB. Scanner is not user friendly. On the whole I am very unhappy .
3,"Printer head problem , in two years I hv replace it two times."
1,I searched for Wifi printers. This printer came up as result. I ordered. On receipt I found that this printer is not wifi capable. So disappointing! 😢😢
3,"Everything is Ok with the Printer, except for PDF documents. It does not open up directly. We need to go through Adobe. This printing service was available after HP rectified it online."
4,This is my 3rd printer from HP over last 20+ years. This one was easy to setup and use. The printing quality is good and works very well.
5,"Very good buy. Didn't get any discount,thats the sadest part.Print quality very good. Since July I have been taking at least 10 pages every week and could not detect depletion in ink level."
5,Easy to setup.Scanning and copying is good ;printing is a little slow but good quality of printouts.Arrived earlier than expected so Yay for Amazon!
5,"le lo bhaiyon, saste waale se zyada peace of mind rhega (na ink cartridge khareedne ki jhanjhat na hi ink sukhne ka darr).. 1.7 saal se ink hi khatam nhi ho rhi iski aur abhi bhi ek bottle black ki bachi hai. I am preparing for Upsc so printing acchi khaasi ho jaati hai 1200 approx pgs print ho chuke hain till date."
2,"print quality good and paper feeder take 5 to 10 sheets ata a time. also no wifi ,not value for  oney,its a shame to hp"
1,dont take printer papers not taken print worest printer hp in world
5,It is a good product. You have to follow instructions to install it yourself else call installation service. I was able to do it myself. Print quality is good and can give a lot of prints based on volume of ink provided.
3,"There are 2 main problems1) Connecting wire from printer to computer/ lap top is very small, should be minimum double then what is given.Co should send bigger one to us as it is making lot of problem.2) Receipt given with printer is not clear, Should send new clear receipt"
1,Printer needs to replace colur printouts are not coming and Amazon refused to replace
3,"The supplier has not provided the installation CD apart the printer is good, but without cd installation sucks....print is good n print is performing upto the mark"
2,Text smudges away when highlighted.. Photo paper print left ink marks on my hands even after 24 hours.
1,Rate
1,Rate
5,It is perfectly good printer for home use.Printing is fairly fast. For home users it will be more than enough.I have attached a pic which compares printing in b/w and colour with original. Middle one is the original.
4,"Received in one piece, good for home purpose use. Using just first day, took some printouts both color and black, it's quiet decent. Don't know how many printouts i can get in one cartridge. Thanks amazon. Got on freedom sale only for ₹3400.Add on: Using the printer over a month and the cartridges gave me more than 350 pages of printout. I am happy with the printer."
3,"printer is good. there are some issues i faced that it can connect only with laptop via usb,no lan port. colour printing takes huge amount of ink and cost/page becomes more. try to purchase wireless printer. cartridge of this printer cost more than 650."
1,"I ordered the printer on 6-July-2020 and it arrived on 8th. Due to COVID-19, I kept it in a corner for a day. On 9th, I opened the package. The quality of packaging was good and no damage was observed.It took a minute for me to figure out how the vertical paper feed works. I then plugged in the system to my windows 10 laptop. The laptop was not able to detect and hence did not  automatically download the drivers.I then visited the concerned drivers website that came with the product flyer. This site redirected me to Microsoft store. Since I do not possess Windows store account, I was not able to install any driver software.I then googled for the drivers using the model name. It took me to a site where I could download the individual software components manually.I downloaded the installer. HP software is notoriously bloated and the software installation experience is poor. Please look at the images. First, it downloads software components which I do not need, then asks unnecessary questions, shows unwanted popups and post installation exit from the installer is not smooth.After a lengthy installation process, the first print failed. I had to then download Print and Scan Doctor from HP website. After a lot of time, it showed two errors. After fixing these and was able to print.However, the printout was black-n-white. I could not fix it.Visited the website. HP uses chat bot, so it was not able to help me. I was given 1800 toll free number. However Airtel blocks 1800 numbers, so I was not able to reach customer support. I then tried WhatsApp chat. A bot told me to wait on WhatsApp and that was it. I waited for an hour. None of the toll free numbers worked. Tried couple of times, but no response.I finally tried the 1800 number from my maid's phone (idea network) and it connected! Had to wait for 15 mins. When I finally reached the right person, she helped me in debugging the printer. I uninstalled and reinstalled the software. Post this, my laptop was unable to detect the printer. When I clicked on color management in printer settings, it opened Windows 10 display color management.Finally the lady booked a HP technical support for home visit. Now I have to wait for a few days.I have not tested Scanning or Xerox, yet. The paper on the vertical tray goes faster on one side than the other. Could be a hardware issue, but have to wait for the HP support person to comment.Please do not buy HP printers! They just do not work as expected."
5,"HP Deskjet 2138 is a good printer for home use. I received the printer in good condition. Installed in few steps with the CD which was given along with printer. Received a colour and a black cartridge along with the printer and its easy to fix the cartridges.Print quality is not super good but good enough for home use.Print speed is actually better than i expect. ( i have used canon printer before and Hp is better than that).Scan quality and speed is average.  When you increase the quality(dpi), the scanning is even slower. ( canon was faster).  Still not bad.printer is compact light weight and its easy to use.For those  who wanna decide between inktank printer and cartridge printer like this one.... If you are looking for a printer for home use such as, ticket printing, school projects printing, occational document printing ..go for cartridge printer. If you are looking for printer for printing few hundreds of pages every month , all year, then go for ink tank printers.  Note that, most common problem in a inkjet printer is print head stuck with dried ink. this happens when printer is not used for a while. When you change the cartridge, you are actually changing the print head.  But with ink tank printer, print head is fixed and it requires service when its not used for a long time.Warranty issue.... when I checked for the warranty in HP website, it says only three months remaining. I called up the customer care and after sharing the invoice copy they assured me that warranty info will be reset.Edit/update :. After 10 days the warranty was updated correctly. So changing my 4 star rating to 5 star."
5,"I was worried since there were so many complaints for this printer. But this was easy to install and worked easily and quickly. The ink cartridges that came with the printer has already printed about 10 4x6 colour prints on HP photo paper, and about 25 sheets.I did a lot of research on what kind of printer to buy, based on what I expect my usage to be. I expect my usage to be minimal... maybe 5-6 pages every week on an average. But I may not print anything for many weeks also. It's mostly to be used for my kid's school assignment work etc. And I can take some prints from my workplace too. So this is more for emergencies, and when colour printing is required.Every type of printer has a hidden cost associated with it. It seems the ink in the Ink tank printers do not dry easily. So that is good. but the Ink tank printers can have their printer heads clogged, due to no usage. That can be a substantial cost.The MFP printers is not value for money if you have very little usage, and it's no help if suddenly you need to take a colour print for a school project the next day!After evaluatign all types of printers, I decided that the inkjet ones were the most appropriate for me:- Was okay will low usage.- Had a colour option too.- The printer nozzle heads are in-built with the ink cartridge. So if one goes bad, I can quickly/easily fix it, instead of having to take it to a service centre.Of the inkjet printers, I analyzed the whole range and decided that I should buy the cheapest one. The savings can be used to buy the expensive ink cartridges. While there were printers (only) available for sub-2000 rupees, i bought this, since this was the cheapest with the Ink Advantage technology, which I hope uses ink more efficiently.I initially had wanted to spend on the wireless versions, but I realized that I don't have a desktop anymore. I just have laptops, so it's not too much effort to take my laptop where the printer is! I just need to plug in the USB cable, and switch on the printer. And voila, I'm ready to print."
3,"Printer looks good , easy to use , all functionality available , xerox ,scan , print.But it is not value for money as cartridge cost is more and print per page cost is more.It print 260 black pages and 20-25 colour for me  . ON complaining to HP customer care they said as per standard it say it print 480 black and 150 color page  but quality/quantity  should be 5% of A4 size with draft quality. SO it means it should print 5% of 480 pages.so ideally we can say not value for money by spending 1100 rupees ( 2 cartridge cost) for 280 page total . So cost for page is  -  Rs 4/- approx  avergae in totaland cost for black page print - Rs  2.88 /-and cost for color page print - Rs 28/-"
1,Listed item description is completely false.....No any option for Wifi connectivity.
3,"I am using this printer from 1 month & i found, it work good while scanning, Copy & printing. But the cartridge performance is very bad, Black cartridge even did not print 100 Pages. I am very much disappoint with the purchase because the time when I was willing to print my important documents, the cartridge gets over & you can not expect, it will over within a month when you are using only for home purpose."
4,"Good Quality, but only problem is that unable to print pdf files from Adobe Acrobat Reader.  Contacted HP support forum, did reinstall Adobe Reader and all other alternatives as suggested.  Nothing worked.  Only alternative to print pdf is to open the file in Browser and print it from there.  Googled about this issue and it seems this issue is there for many users and both HP and Adobe are not providing any right solution for this issue."
1,Printing cost very high. Even with original black cartridge hardly print 70 copies  rather than 400 copies. Colorado only 8 copies. Very disappointed. Never go for this .
5,"At this price you cannot get anything better. For those who are complaining about the cartridge life, please NOTE THAT THE INCLUDED CARTRIDGE IS A STARTUP CARTRIDGE WITH ONLY 20% INK. Please buy a standard cartridge and you will achieve your dream number of pages... Also its a home printer so do not expect a print speed of 1000 pages per minute. Overall very good investment. I do recommend.It was also received with all HP original Seals. So many thanks to the seller for sending an brand new piece."
5,The ink is good for at least 200 copies in black and white. I don't use colour prints much but it lasted for a year and the black and white for 6 months. The scan function is really useful and I scanned all my old photos many of them more than 30 years old. The copy function is useful too.i refilled the black and white one locally but it lasted for about 50 copies only. Maybe only the original cartridges are good for more copies. Definitely worth owning for the scan function and occasional printing.Also it can print only with the black and white cartridge. The HP 680 black and white cartridge costs about 600 only
1,"I had a problem with this defective product. The customer care was difficult in returns and replacement. High value products should be returned with no hassles. That is how Amazon US and UK or any other country functions. Amazon customer care was very hesitant. The product description had 20 pages per min for BW and 5 pages per min color prints, but it would take 5 mins to print a black and white page with a simple letter. I was not even able to print an amazon bill. The color print never worked. Amazon agreed to a replacement. The replacement arrived and I tried to print a simple BW document and it didn't print at all. The replacement never worked at all. Amazon took the replacement back with a lot of very difficulty after sending video evidences and multiple photos of their useless product. Never buy this model. I have a HP Inkadvantage 310 series and it works like butter, fast and easy to use. Never by printers with cost less than Rs5000 from HP. They sell outdate hardware."
1,"I am very sad to see such a big brand 'HP' and 'Amazon' have delivered broken printer at the time when I was planning to provide it as gift to one of my cousins. I requested multiple times that provide new one as early as possible as I had 2 days in backup.. These guys even did't deliver it again and funny part was that, it was available in one day delivery. Till now waiting for that and could n't give it to her that gift at her birthday. I seriously very sad and want any action by these big brand who make such a mistakes."
1,It seems defective products are sold through Amazon and becomes useless. The printer gave me trouble within 2 months of purchase and the service department of hp was not ready to send a technician. But after much hassle and arguing they sent one technician who made a fool of me and it worked well only when he was there. I took it to the local repair shop and they told me that the problem is with logicard and it’s not available. Even after buying a new printer I was unable to use it after 3 months. Please don’t cheat people with great discounts and sell defective products.
5,"Bought a printer for first time. Superb choice. There are options for printing quality in the laptop when conneted to it for best quality or normal quality. Just one con that it is a wired one, you have to connect the usb cable to the laptop or computer if you want to print what you want, there was no app in the playstore which could help with a printer with a usb connector the hp smart app on the playstore only prints in the bluetooth Or wifi printing. Except that everything fine nice delivery with no damage but there was no outer cover provided by amazon should have provided cause of safety from 😷 u know... Although amazing product with good printing..."
3,Appario Retail Private Ltd did not respond to email. Wrong product serial number were mentioned in invoice because of that I could not get HP redemption. It is very bad that Appario Retail Private Ltd  did not respond to emails and willingly mentioned wrong product serial  number so that I could not get redemption from hp. Neither HP nor amazon have no corrective measures.
1,The paper tray cannot take adequate number of pages
4,As the printer is good but my self used it and as my experience those who buy this product should know thant catridge come with box can only print 70 to 80 B&W Prints an 50 colour print and new catridge is about  700 rs so this printer is not for mass printing you can buy ink tank or laser printer1 print goes about 1.4+.5 =1.9 rs soThink thrice before buying
4,"The printer is great. The print quality is excellent. The scanning function also works like a dream. And the ink is widely available. But the main problem lies with the ink. The ink just costs way too much, nothing like the number of pages mentioned in the promotional materials. Also, if you plan on printing just black and white text, make sure to find and turn on monochrome option. If you just use greyscale, it will use the colour ink along with the black ink for unnecessary reasons."
2,"Overall a very flimsy product which will work well only for a year to a year and half. Had purchased this product in May 2018. I always kept it covered with dust proof cover when not in use. And I am also gentle in operating it. But inspite of that, by around Jun of 2019 the print quality started to deteriorate. I changed the ink cartridge and a few more pages printed well after that it has become very bad with portions of the paper totally blank. The product lacks overall build quality"
1,The product was either damaged during shipment or a defective product.The product arrived as promisedThe outside box was fine but the styrofoam that is placed on either side of the printer was broken. Didn't think much of it when i setup the printer.Installed the software from the CD and installed the print catridges.The first copy i tried to make came out blank paperThe second copy was smudged.I tried to print and that was smudged as wellIt is of no use if it cannot do the basic function i bought it for. Return started. Waste of time waiting for it and setting it up.
1,I bought this printer last year in June and it stopped working last month giving blank printouts although the ink and all is there. It was supposed to be in warranty till June 21 but the warranty in system is already expired in Apr 21. Looks like Amazon has given old product which doesn't have full year warranty left. Very disappointed.
2,HiI am here to tell u about the printer i brought first i tell u cons there are many consCONS : 1)THERE IS NO OPTION FOR COPIES LIKE IF I KEEP 1 PAPER IN SCANNER AND I WANT 10 COPIES AT A TIME BUT THERE IS NO OPTION TO PRINT 10 COPIES AT A TIME2) THE PAPER IS STRUCKING IN BETWEEN RODS WHILE PRINTING.3) LAST BUT NOT LEAST  THE INK CARTRIDGE IS SO EXPENSIVE 700 PER 1 BLACK INK CARTRIDGE AND 700 PER TRI COLOR CARTRIDGE AND WHEN WE PRINT UPTO 20 PAGES WITH BLACK OR TRI COLOUR INK WILL BE COMPLETED WITH WHAT INK U PRINTED . THIS IS VERY IMPORTANT INK SHOULD BE VERY CHEAP BUT HERE INK IS VERY EXPENSIVE.4) NO WIFI AVAILABLE5)WE CANNOT CONNECT MOBILE SO MUCH TIME WITH OTH CABLEPROS :  PRINTER IS BUDGET FRIENDLY FOR HOME BUT INK IS VERY HIGH...PLEASE DONT BUY THIS......HOPE YOU READ THIS REVIEW.THANK YOU.
3,Disappointed with HP again. The colur catriage that came with the printer stopped working within couple of days and I didn't even print 6 pages.Atleast black catriage is working!Apart from that it's all fine.It is value for money and the catriage is reasonably priced.Try and avoid HP printers this is the second time it has happend to me.
1,The printer doesn't include Cartridge. then i saw the bwlo saying customer also ordered comp pack. then i have ordered cartridge as well. finally there was no BW cartridge only color came and ordered again BW and waiting for delivery. its frustrating ……..not good approach. be clear in your add and provide the right suggestion to customer.also . the printer box was delivered at the opened condition. its was not factory packaged. printer was not even covered properly insde….im not at happy with this deal.
1,"It does not work. It prints pages in parts and then stops - or does not print at all. Have to press the black or colour button repeatedly to make it start. And whatever printing it does is done at a pace slower than a snail on a relaxed outing!! And printing is accompanied by disturbing noise line by line. the whole unit is tinny, like a child's toy - only gives no pleasure.I have never complained of an Amazon product. Could you please advise where do I go from here. How does one lodge a complaint? How to return the printer? (I am ordering another one from you.)Thanks and regards."
4,"Setup: The Printer is easy to setup, even on Linux. Though linux is supported through hplib, and not through HP official drivers, it was easy to setup, share via file sharing as well as google cloud connector.Remote Usage: Would have been great if HP would have provided support for using it over the network using HP's own mobile apps instead of forcing users to use google cloud for printing from mobile.Printing cost: It is cheaper to get printouts/ copies at nearby cybercafe/ copier shops than on this printer. So buy this all-in-one only if you have low volumes but still need the convenience.Overall, a good buy for the price."
5,"I really did not expect this printer to be much, but it's actually very nice. The setup is super easy, the print quality (even in draft mode), is very good - for both color and B&W prints. The ink consumption also seems to be not very heavy, because it's been more than 45 days since I have been using it, and the original setup ink is still working fine."
1,"After a lot of trial and error by me as well as by the technician from HP, finally the conclusion was drawn that this printer is not compatible with MacOS. Weirdly, this is not mentioned anywhere in Amazon detail page and HP has kept this fact hidden in some safe vaults which I failed to discover."
1,Printer attached colour cartridge within 15 prints over black cartridge also same. In open market new colour and black cartridge's also very cost.so don't by this product and amazon not accept return also.very bad experience.so don't buy.
1,I received the HP DeskJet Ink Advantage 2338 model today. I have tried many times to connect my printer with the laptop through usb and using HP smart app. It is not detecting my printer. I even tried to do the same with other laptop still not working. I think I need to replace this product.
1,"I purchase this printer one year back, it worked ok for me for one year. And exactly after one year, it did not work. It was not switching on. I checked with service guy and asked for a dashboard replacement which cost above 50 percent of printer cost. It is phetic HP is selling such kind of product, which did not last above one year. My suggestion don't buy any HP product."
1,"Not sure if they know what are they building.The printer model says 2338, it is not detected by the driver software on windows 10, m1 mac.Tried returning, disappointed."
3,So it was right that It prints only 20-30 pages color print and 50-80 pages black printso it costs you more than outside xerox shopsbcs one cartridge is worth 650/- and both cost you 1200/- means 26/- for a color print (25 pages avg) and 8/ for a black printso please buy on your on risk1 more thing when you copy it cuts your boarder writings so please leave 1 inch on each side or place it on uppper cornersPlese go for Inktank(more costly but worth) if you can otherwise it's okk
1,"Very expensive print, not working with ink refill, every time I have to change cartridge that cost 1600, and it have to be changed after 200 print"
4,"Size of the printer is relatively small and comparatively lighter than other ink advantage printers.The print quality is good.It can take scan,copy(xerox) also.It has only wired connectivity. It doesn't support wireless connectivity.The cartridge model number is 680."
5,"Nice printer if you want only black and white print for office use. Colour print is good but not great, scan quality is satisfactory, and main thing is the cartridges are run out very quickly, but if you refill your cartridges then it's not an issue. In this price range for normal office use this is best printer, and build quality is not good like average and looks is really very nice."
5,There was no outer packaging but the printer received safely without any damagePrinter is good. I have used it for the past three days working greatHP is always goodOverall product is goodThanks AmazonI would definitely suggest this for anyone who is buying it for scanning purposeif printing is the main activity then can go for some ink tank printers
1,"The scanner was delivered to me on 14th June 2020 after paying more than Rs.24,000/-. Today on the 26th July 2020 scanner was required for some urgent work, therefore I tried installing and using it, but in spite of many efforts, I failed to install the scanner.I called the CANON helpline, they asked for some number from the machine which I conveyed to them here comes the shock, I was told by the person on the other side that product which was delivered to me about 12 days is already out of warranty.So is canon cheating us in connivance with Amazon?buyers please, be-aware of fraud which may be happening on Amazon. Better be safe than sorry."
4,"I think DR-C225II  is better than the DR-C225 scanner. It can support longer sheets. The speed of the scanneris very good. The eCopy PDF Pro License key was provided, and only the driver CD. It took a day to figure out fromwhich link on the Canon site one needs to download the ecopy Pro software and the CardIRIRS software. Canon does apoor job on their web site w.r.t support. Calling Canon India support, responded immediately, but they had never heard the name of this software or how to install it. Finally the Canon link was located / provided by the seller.  Thesoftware works great.  Conversion to editable PDF, and exporting PDF files to word for editing are also great.One can scan BW, or colour. It scan both sides. Speed is great. Good for archiving all  old important documents, thatone can now discard after scanning (years of documents for tax purposes , etc !) .  While it is for A4 size, it can scanlonger documents. Only the width is constrained. If you setup the FOLIO option, and fold the wider document, thescanner will stitch the front and the back into a single page. Amazing. (you need to fold is right and make sure the paper does not skew one way. .Installation was fine on Windows 10 Pro x64 bit. I had read of numerous issues faced by others, however it was so straightforward that it installed in now time with no fuss.  It took a while to understand the scanner and thecapture software. Overall I think its a great scanner, and easy to operate."
5,This is the best scanner used by me so far. Speed is good. Scanned 600 pages in 1 hr approx. Comes with CD of drivers. Operating software is easy to use. Provided to me with invoice but when I called canon india they said out of warranty. On telling date of purchase they said ok show invoice when required. Comes with a licence key of eCopy Pro Pdf 6 free but can't find the link to download software. But performance of scanner is overall 10 pointer. I wish if some one could tell me from where to download Ecopy pdf pro office 6.
5,Total Value For Money and wonderful easy to use features
1,"Scanner is good, but its warranty is already expired when i contacted canon, is my scanner is used?? Please dont buy from scanner india seller.... Already two comments on the priduct having expired warranty ,same happened with me..."
1,"Don't even think of buying this product such a deffective 1,always, paper got stuck,for each and every month i need to replace its bush of coast 2800 in waranty period also,i comment this and report this to amazon but no use,plz don't buy it such a irresponsible supplier also"
5,Excellent product
4,"Good product,Time saver,Automatically scan both sides.Scan upto 30 pages per minute"
5,Good product from Canon japan
5,"I bought after seeing reviews on Youtube. Its Easy to use, quick, Good Picture Quality, easy to Install. Scans 30 pages ( front 30+ back 30) in a minute"
5,"High speed, duplex scanner. However, it scans only loose documents, not suitable for bound documents or books."
4,One month is going to completeWorking wellCompletely Satisfy
5,The scanner provides clear and fast scanning solution and has been very efficient.
5,Product is good working excellent
4,Awesome Delievery by Amazon on the very next day. Product satisfaction very good.
5,"Easy to use, but would have better if it were wifi enabled"
5,Excellent
5,Good product
5,Gud
5,"The best, compact, user friendly and fast scanner. Overcall best performance. Available at reasonable price. Quick service and response at installation. Overall awesome.After one month usage working fantastic and giving superb output duplex in high speed. If you want to use commercially then go for wifi option scanner same model."
3,Difficult to use it.
1,The product was not as described on the site. So cancelled on mtual agreement.
1,Box is empty... After so many requests there is no response from their side.. It is total harassment...
1,Fraud. Misdescribing the product in the heading. Got only the case. I have refunded earlier they send me back the product again.
5,Good
5,Bought it so that I can charge my table lamp.Nothing to complain about. Buy it if you need it.
3,Stopped charging now. Purchased a new one from Boat brand now
5,I bought this cable to connect to my laptop cooling pad. Works fine so far. Cable length is also sufficiently good.
5,Good product with satisfied price value
2,Cable material is stiff. Would not straighten. Ordered it for an old hard disk; it was not detected using this cable.
3,The power output on this cable is quite less compared to some others. Solves the purpose though.
1,sadly the cable does not work for my portable hard disk....the item has malfunction...sad....
3,Nothing special to write about this simple product
4,"Good product, quality does not look as great, but worth it. Working fine."
1,It was keeps on losing connectivity and the data transfer speed was also very slow
4,Very good
1,it does not work as charger cable with otg. which was my purpose for this item.
4,"As I suggest , please believe in the product . Worth it and quality is good"
3,Quality average
1,Rubbish product.Waste of money. Couldn't able to supply cooling fan where only power was required from cable to connect to fan.Please don't buy this
5,Nice one
4,Replacement is there but can't exchange with other product of same brand
5,Value for money
4,Decent quality . works well.
1,Garbage doesn't work even via powered hub across many devices tested ..Waste of time
5,Good
3,Ok
5,Value for money
4,Good in quality thick and durable
1,Does not with for Pixel....
5,"Durability is very good,"
4,Good
5,Good product...
4,Its okay
1,Dislike
5,Nice product
5,Works perfectly
5,Very Good
1,Doesn't work on my PC hence return it.
1,"Didn't even work for 15 days , either fake or they gave me a defective piece"
4,Good
5,Good
5,Value of money
5,Ok
1,Used the cable to connect a computer to a Keyboard and Mouse switch.  Worked for about 4 days and then died.
5,"Very useful for copying and taking question papers from notes and books.very useful for schools .I am using this for 3 yrs.So far it is good.Very useful for coping , scanning books"
4,Needs manual intervention on book curvature...else functions well
5,Good item. Really helpful.
5,Very good and easy to use
2,very bad scan quality...and for the price.....not at all worth it
3,good
5,"SV600 is the best option if someone is looking to scan books.It can scan into different formats such as JPEG, PDF, searchable PDF, Word, Excel, and Power Point.The operating time can be shortened by turning on the “Automatic Page Turn Detection” or setting a time interval after which SV600 will automatically continue to scan.It scans anything from Business cards to A3 size document.If there are multiple documents placed simultaneously, it automatically crops and saves each of the documents separately."
5,best
5,Great.... One......
4,Good Product...
3,"this is ok, but not good packaging"
2,Khub valo nai
1,Very bad product don't buy
2,Morpho usb cable is fault please exchange cable  and collect fulty usb cable. .......... ..... ... .. .. . .
1,Damage product
1,"Dear sir, your portable scanner not working. Unable to install the software. Kindly replace another item. Very urgent. I want to take classes using scanned documents. Kindly help as soon as possible. Like same item your igate projector also not working properly. Unable to read the projections. Quality very bad.. V. Kalaiselvi lecturer,  registration training Institute, royapettiah, chennai"
5,Price plzz
4,Bought for Rs.2099.00. Print quality is good. Low cost printer. Cartridge ink quantity is low. Best used with a CISS(Ink tank) as shown in photos.
4,"The delivery was really good and fast and it came in a proper package. Nothing was damaged. I really like the printer because it has great print quality and is easy to use..Not much complicated.But the cartridges in the packing are canon pg745s and pg746s which are small size..I have taken 11-12 colour prints and now the indicator is saying that the colour cartridge is finishing. So I am really disappointed by that. But overall its a really good product.This was my first printer so I like it very much. The total prints I took are 55 n now its saying tht the cartridges r empty..PS. U can take 5-10 prins even aftr it says the cartridge is empty!Tips- Buying new cartridges every time is going to be really expensive. I have had the printer for like 8-9 months now, so if you are looking for a cheap option buy good quality ink and just refill the cartridge! It works wonders!"
1,"A most unreliable printer. One is never sure whether it will just go ahead and print/scan or come up with a number of excuses.Keeps on giving Low Ink warnings when there is plenty of ink left in the cartridge. Prints hardly 25 pages on a set of new cartridges. The built-in adapter makes sure that the whole machine goes kaput in case of a power surge, because you cannot replace only the adapter."
1,"noisy, returened after purchase."
1,"Very very very worst experience with this canon printer I had this is my 2nd time to buy and return this product it has used cartridges, without CD no warranty card nothing.open product full of dust and fingerprints are clearly seen on this product such a bad experience this printers has given"
1,"The packaging was superb, the delivery was smooth and the order arrived very fast.  The only problem was the product was defective.  So I sent it back and got a replacement.  That was also defective.  So had to return that also!!! What more need I write about the quality of the product?"
2,"You have to buy a cartridge every time, which almost cost 25% of the printer pricing every time for a single cartridge. It is better to buy an ink flow printer rather than cartridge-based printers"
5,one of the Best printer right there in  Market if u are gonna be under 2500 RsBest for home usageand Photo Copy and Scan is Too fluentDont believe in FAKE REVIEW just buy it without any thought✌️✌️Cartrige Refils are also cheap and Good than The HP oneBETTER TO GO WITH THIS THAN HP deskJet 2131👍🏻
2,Print quality I like but packaging and moc wasn't so good
4,"Pros : 1. Prints are great2. You can print in 'High' Quality3. Scanner is great for home use.4. You can modify it to tank printer if you are tech-savyyy.5. It can print a card also, ie. visiting card or else. Obviously you should not expect to print Masonite Board.6. It works fine with local printer color also.  You can find it in amazon.7. It is so easy to use as xerox, my granny now using it.8. Canon software support always great.Cons : 1. You can not do 'Fine' print.2. In each size of page 1.5cm will be blank. You cannot avoid it whatever you can try with software and page size.3. Larger than A4 cannot print.4. Obviously printing color-consumption is high, it is Inkjet.You can buy it if you want to use it in home only."
